"Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted"
"A14","6","A34","A65","A43",34,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0253937629883427
"A12","24","A32","A63","A43",23,"A124",0,"20to40",2,2,2,3,2,4,"0",0.512320029046069
"A12","36","A32","A62","A46",47,"A124",1,"20to40",2,2,2,6,1,4,"1",0.478612389731214
"A12","24","A32","A65","A42",48,"A122",0,"20to40",2,2,2,2,4,2,"0",0.225507076916936
"A12","48","A32","A65","A410",40,"A124",0,"morethan40",3,2,2,10,4,4,"0",0.440577481109594
"A12","27","A34","A63","A43",23,"A122",1,"20to40",2,2,4,3,2,2,"1",0.231781061901517
"A14","10","A32","A65","A48",40,"A122",0,"lessthan20",1,4,2,8,4,2,"0",0.0577468497959093
"A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307
"A14","12","A34","A61","A43",63,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0406898621545058
"A14","15","A34","A61","A43",43,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0852830618392114
"A14","24","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913
"A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626
"A14","12","A34","A61","A42",43,"A121",0,"lessthan20",1,4,4,2,0,1,"0",0.0531159644183744
"A14","4","A34","A61","A40",42,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0548708754943413
"A14","12","A34","A61","A46",32,"A123",0,"lessthan20",1,4,4,6,0,3,"0",0.0948329915521601
"A12","18","A34","A61","A43",48,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.140919280545722
"A14","24","A32","A61","A43",38,"A123",0,"20to40",2,4,2,3,0,3,"0",0.245308261090873
"A12","12","A32","A61","A43",29,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.305129714052139
"A13","10","A32","A61","A40",37,"A122",0,"lessthan20",1,3,2,0,0,2,"0",0.228750612512257
"A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329
"A14","24","A32","A61","A40",28,"A121",0,"20to40",2,4,2,0,0,1,"0",0.185970838333939
"A14","21","A32","A64","A49",36,"A121",0,"20to40",2,4,2,9,3,1,"0",0.0881676547181758
"A11","21","A32","A61","A43",25,"A121",1,"20to40",2,1,2,3,0,1,"1",0.564321134381337
"A11","6","A32","A63","A43",44,"A121",0,"lessthan20",1,1,2,3,2,1,"0",0.291489753803726
"A12","42","A31","A61","A41",55,"A124",0,"morethan40",3,2,1,1,0,4,"0",0.710011646967913
"A14","30","A33","A62","A49",26,"A122",0,"20to40",2,4,3,9,1,2,"0",0.133748495392489
"A12","42","A34","A61","A49",41,"A121",0,"morethan40",3,2,4,9,0,1,"0",0.295008233311994
"A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793
"A13","12","A31","A64","A43",42,"A121",0,"lessthan20",1,3,1,3,3,1,"0",0.133908266876659
"A12","12","A33","A61","A43",20,"A121",0,"lessthan20",1,2,3,3,0,1,"0",0.256082617055995
"A14","18","A32","A65","A40",68,"A123",1,"lessthan20",1,4,2,0,4,3,"1",0.0559330949228929
"A14","11","A32","A64","A49",28,"A121",0,"lessthan20",1,4,2,9,3,1,"0",0.064097941218652
"A12","24","A33","A65","A40",42,"A123",0,"20to40",2,2,3,0,4,3,"0",0.224871729369773
"A14","48","A32","A61","A49",33,"A123",1,"morethan40",3,4,2,9,0,3,"1",0.339230503365154
"A11","18","A32","A61","A42",20,"A121",1,"lessthan20",1,1,2,2,0,1,"1",0.471014032605456
"A14","11","A34","A61","A40",39,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0726471692891962
"A13","18","A31","A65","A43",49,"A123",0,"lessthan20",1,3,1,3,4,3,"0",0.159511403185283
"A11","48","A32","A61","A40",46,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.775185312567434
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A13","12","A33","A61","A40",36,"A123",0,"lessthan20",1,3,3,0,0,3,"0",0.212956147076474
"A14","24","A32","A61","A43",26,"A122",0,"20to40",2,4,2,3,0,2,"0",0.22765492638465
"A14","48","A32","A65","A43",37,"A123",0,"morethan40",3,4,2,3,4,3,"0",0.177221170384227
"A11","12","A34","A61","A43",58,"A121",0,"lessthan20",1,1,4,3,0,1,"0",0.203130284845273
"A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996
"A11","27","A30","A61","A49",50,"A122",1,"20to40",2,1,0,9,0,2,"1",0.700139163663191
"A11","20","A34","A61","A42",24,"A122",0,"20to40",2,1,4,2,0,2,"0",0.45334205267289
"A12","6","A31","A64","A46",24,"A122",1,"lessthan20",1,2,1,6,3,2,"1",0.305468754213536
"A11","12","A33","A61","A40",43,"A121",0,"lessthan20",1,1,3,0,0,1,"0",0.31666454808807
"A12","36","A34","A61","A40",27,"A123",1,"20to40",2,2,4,0,0,3,"1",0.372209472404094
"A14","24","A34","A61","A46",54,"A124",0,"20to40",2,4,4,6,0,4,"0",0.137025142021991
"A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441
"A12","36","A32","A61","A41",28,"A123",1,"20to40",2,2,2,1,0,3,"1",0.545474321308004
"A14","10","A32","A65","A40",27,"A122",1,"lessthan20",1,4,2,0,4,2,"1",0.0735307823681676
"A11","48","A34","A61","A41",58,"A124",1,"morethan40",3,1,4,1,0,4,"1",0.583428635362702
"A13","6","A34","A61","A46",50,"A122",0,"lessthan20",1,3,4,6,0,2,"0",0.101373106836237
"A14","15","A33","A64","A42",30,"A122",0,"lessthan20",1,4,3,2,3,2,"0",0.0606477447451293
"A13","30","A33","A61","A49",66,"A121",1,"20to40",2,3,3,9,0,1,"1",0.133437914747915
"A14","12","A34","A65","A43",33,"A122",1,"lessthan20",1,4,4,3,4,2,"1",0.0330917660969562
"A14","18","A34","A61","A40",32,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.079252963750356
"A11","6","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351
"A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984
"A11","18","A34","A61","A40",33,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.269112435185419
"A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298
"A14","4","A34","A61","A40",37,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0584658373968642
"A14","12","A32","A61","A43",31,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.185105831612093
"A14","15","A32","A65","A43",35,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0821556300169316
"A14","24","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913
"A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598
"A12","24","A32","A61","A41",23,"A123",1,"20to40",2,2,2,1,0,3,"1",0.562095803101346
"A14","24","A34","A64","A40",60,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0357742581992804
"A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043
"A14","18","A34","A61","A43",26,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.104900933284217
"A14","24","A32","A62","A40",41,"A121",0,"20to40",2,4,2,0,1,1,"0",0.133463432838212
"A11","16","A34","A61","A40",43,"A122",1,"lessthan20",1,1,4,0,0,2,"1",0.294336390739651
"A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355
"A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547
"A14","18","A32","A61","A43",32,"A124",0,"lessthan20",1,4,2,3,0,4,"0",0.225075793918182
"A12","9","A32","A61","A49",27,"A121",0,"lessthan20",1,2,2,9,0,1,"0",0.297590511552129
"A12","24","A32","A61","A40",25,"A123",1,"20to40",2,2,2,0,0,3,"1",0.558041379386068
"A11","60","A32","A61","A49",36,"A124",1,"morethan40",3,1,2,9,0,4,"1",0.782158545400765
"A14","12","A30","A61","A42",34,"A122",0,"lessthan20",1,4,0,2,0,2,"0",0.260718331269756
"A14","36","A34","A65","A49",36,"A121",0,"20to40",2,4,4,9,4,1,"0",0.0361018828203835
"A12","48","A32","A64","A43",27,"A124",1,"morethan40",3,2,2,3,3,4,"1",0.556908102788365
"A14","36","A34","A61","A40",37,"A123",0,"20to40",2,4,4,0,0,3,"0",0.140875328449734
"A14","48","A33","A63","A43",37,"A123",0,"morethan40",3,4,3,3,2,3,"0",0.188301367923572
"A12","36","A32","A61","A46",32,"A123",0,"20to40",2,2,2,6,0,3,"0",0.519070606713888
"A11","24","A30","A61","A42",23,"A124",1,"20to40",2,1,0,2,0,4,"1",0.858502522647839
"A14","48","A31","A61","A49",27,"A121",0,"morethan40",3,4,1,9,0,1,"0",0.323007545948843
"A11","15","A32","A61","A42",46,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.448526594167572
"A13","12","A32","A61","A42",46,"A123",0,"lessthan20",1,3,2,2,0,3,"0",0.25009300993436
"A14","15","A32","A61","A41",33,"A123",0,"lessthan20",1,4,2,1,0,3,"0",0.184202153466653
"A14","9","A32","A62","A43",35,"A123",0,"lessthan20",1,4,2,3,1,3,"0",0.147378262042472
"A14","36","A32","A61","A43",28,"A123",0,"20to40",2,4,2,3,0,3,"0",0.271059828593029
"A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232
"A12","13","A32","A61","A43",23,"A122",0,"lessthan20",1,2,2,3,0,2,"0",0.381542424573276
"A11","12","A34","A61","A41",54,"A121",0,"lessthan20",1,1,4,1,0,1,"0",0.215494045959222
"A14","18","A32","A65","A41",31,"A122",0,"lessthan20",1,4,2,1,4,2,"0",0.0692707037337812
"A11","42","A32","A65","A43",30,"A123",1,"morethan40",3,1,2,3,4,3,"1",0.570774361880419
"A11","20","A34","A61","A40",33,"A122",1,"20to40",2,1,4,0,0,2,"1",0.428650853549415
"A14","15","A32","A65","A41",45,"A124",0,"lessthan20",1,4,2,1,4,4,"0",0.0938258276172954
"A11","6","A34","A61","A43",31,"A123",0,"lessthan20",1,1,4,3,0,3,"0",0.381056149260289
"A14","24","A32","A65","A41",26,"A122",0,"20to40",2,4,2,1,4,2,"0",0.111237782412704
"A11","47","A32","A61","A40",35,"A121",0,"morethan40",3,1,2,0,0,1,"0",0.647496186261888
"A14","24","A33","A61","A40",60,"A124",0,"20to40",2,4,3,0,0,4,"0",0.183367217856668
"A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868
"A14","12","A30","A61","A42",34,"A122",0,"lessthan20",1,4,0,2,0,2,"0",0.260718331269756
"A11","27","A32","A61","A43",27,"A123",0,"20to40",2,1,2,3,0,3,"0",0.679249089512248
"A14","36","A32","A65","A40",36,"A121",0,"20to40",2,4,2,0,4,1,"0",0.0786012772998815
"A12","30","A32","A61","A40",24,"A124",1,"20to40",2,2,2,0,0,4,"1",0.623851346892928
"A12","18","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951
"A14","15","A32","A61","A42",27,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.157477537362829
"A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704
"A14","12","A34","A61","A49",42,"A123",1,"lessthan20",1,4,4,9,0,3,"1",0.0815176682929131
"A14","24","A34","A61","A43",35,"A121",0,"20to40",2,4,4,3,0,1,"0",0.0885876571759923
"A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738
"A12","24","A32","A65","A41",36,"A124",0,"20to40",2,2,2,1,4,4,"0",0.367387571821627
"A12","12","A34","A62","A41",44,"A122",0,"lessthan20",1,2,4,1,1,2,"0",0.155373510437897
"A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594
"A14","18","A33","A61","A43",34,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.082751558928689
"A14","18","A32","A65","A41",31,"A122",0,"lessthan20",1,4,2,1,4,2,"0",0.0692707037337812
"A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712
"A11","24","A32","A61","A49",21,"A123",0,"20to40",2,1,2,9,0,3,"0",0.683159486526027
"A14","18","A34","A61","A43",65,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0648499758857181
"A11","18","A31","A61","A42",44,"A123",1,"lessthan20",1,1,1,2,0,3,"1",0.609228046328859
"A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368
"A11","12","A30","A61","A45",28,"A121",1,"lessthan20",1,1,0,5,0,1,"1",0.616328131396181
"A12","24","A32","A61","A410",29,"A123",1,"20to40",2,2,2,10,0,3,"1",0.518708706066061
"A14","6","A32","A63","A42",32,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.127431267078848
"A12","48","A31","A62","A49",30,"A123",0,"morethan40",3,2,1,9,1,3,"0",0.661401810639408
"A12","10","A32","A61","A40",70,"A124",0,"lessthan20",1,2,2,0,0,4,"0",0.362280480773512
"A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539
"A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A11","36","A32","A61","A40",39,"A124",0,"20to40",2,1,2,0,0,4,"0",0.706716293561129
"A11","8","A34","A61","A410",51,"A124",0,"lessthan20",1,1,4,10,0,4,"0",0.361683263702323
"A14","24","A32","A61","A40",43,"A122",0,"20to40",2,4,2,0,0,2,"0",0.194824342367194
"A13","6","A34","A61","A40",74,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0628849925094435
"A12","24","A34","A61","A43",48,"A122",0,"20to40",2,2,4,3,0,2,"0",0.25050833016847
"A13","12","A34","A63","A40",28,"A121",1,"lessthan20",1,3,4,0,2,1,"1",0.0743756750694065
"A11","12","A32","A61","A42",55,"A124",0,"lessthan20",1,1,2,2,0,4,"0",0.54755587032909
"A11","36","A34","A61","A42",46,"A122",0,"20to40",2,1,4,2,0,2,"0",0.381504329546974
"A11","11","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339
"A11","48","A32","A61","A43",31,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.759332298466383
"A11","12","A32","A61","A40",36,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.551832810530481
"A14","24","A32","A64","A49",54,"A122",1,"20to40",2,4,2,9,3,2,"1",0.0895506181091407
"A11","12","A32","A61","A42",27,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.447629490386349
"A11","9","A32","A61","A42",25,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.454291758804107
"A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232
"A12","18","A34","A61","A40",30,"A121",1,"lessthan20",1,2,4,0,0,1,"1",0.177388536974535
"A14","36","A34","A65","A43",51,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0518960502388042
"A12","9","A32","A65","A40",33,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.151496584620839
"A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232
"A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039
"A12","18","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951
"A12","39","A33","A62","A46",32,"A124",0,"20to40",2,2,3,6,1,4,"0",0.438237209217703
"A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307
"A14","48","A34","A63","A40",44,"A124",1,"morethan40",3,4,4,0,2,4,"1",0.163943007518405
"A14","12","A34","A61","A42",42,"A122",0,"lessthan20",1,4,4,2,0,2,"0",0.0686260754922966
"A14","24","A32","A61","A43",26,"A122",0,"20to40",2,4,2,3,0,2,"0",0.22765492638465
"A14","18","A32","A65","A40",68,"A123",1,"lessthan20",1,4,2,0,4,3,"1",0.0559330949228929
"A11","36","A34","A61","A41",24,"A123",1,"20to40",2,1,4,1,0,3,"1",0.520621634502523
"A11","6","A32","A62","A40",43,"A122",0,"lessthan20",1,1,2,0,1,2,"0",0.409816651173721
"A11","6","A34","A64","A40",39,"A121",0,"lessthan20",1,1,4,0,3,1,"0",0.149572959854461
"A12","14","A32","A63","A49",35,"A121",0,"lessthan20",1,2,2,9,2,1,"0",0.196997926254988
"A11","24","A33","A61","A43",29,"A123",1,"20to40",2,1,3,3,0,3,"1",0.588770640286105
"A14","24","A34","A61","A45",44,"A124",0,"20to40",2,4,4,5,0,4,"0",0.155089748790519
"A11","36","A32","A61","A40",39,"A124",0,"20to40",2,1,2,0,0,4,"0",0.706716293561129
"A11","12","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933
"A12","18","A30","A62","A40",28,"A123",1,"lessthan20",1,2,0,0,1,3,"1",0.562183981555662
"A12","12","A34","A61","A40",49,"A121",0,"lessthan20",1,2,4,0,0,1,"0",0.143100841287158
"A11","12","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933
"A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712
"A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376
"A14","10","A32","A65","A40",27,"A122",1,"lessthan20",1,4,2,0,4,2,"1",0.0735307823681676
"A12","12","A33","A61","A43",20,"A121",0,"lessthan20",1,2,3,3,0,1,"0",0.256082617055995
"A14","12","A32","A61","A46",41,"A123",1,"lessthan20",1,4,2,6,0,3,"1",0.161375202137853
"A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043
"A14","36","A33","A61","A43",26,"A123",1,"20to40",2,4,3,3,0,3,"1",0.20967709347444
"A11","48","A32","A61","A41",39,"A124",1,"morethan40",3,1,2,1,0,4,"1",0.789439765885534
"A12","6","A33","A62","A49",31,"A123",0,"lessthan20",1,2,3,9,1,3,"0",0.273289420691302
"A14","4","A34","A61","A43",42,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0532671074863874
"A12","48","A34","A61","A42",30,"A123",1,"morethan40",3,2,4,2,0,3,"1",0.467171693286495
"A12","6","A32","A61","A43",30,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.421180541479233
"A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996
"A11","15","A34","A61","A42",25,"A122",0,"lessthan20",1,1,4,2,0,2,"0",0.34228084029674
"A12","12","A32","A61","A43",23,"A121",1,"lessthan20",1,2,2,3,0,1,"1",0.322509438251948
"A11","30","A30","A61","A42",32,"A121",0,"20to40",2,1,0,2,0,1,"0",0.71178111366692
"A14","21","A34","A61","A41",36,"A123",0,"20to40",2,4,4,1,0,3,"0",0.141238944444626
"A12","18","A34","A61","A40",30,"A121",1,"lessthan20",1,2,4,0,0,1,"1",0.177388536974535
"A13","36","A32","A61","A43",31,"A123",0,"20to40",2,3,2,3,0,3,"0",0.388352922767616
"A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539
"A14","12","A32","A61","A42",50,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.0957106363203133
"A11","18","A31","A61","A43",36,"A124",0,"lessthan20",1,1,1,3,0,4,"0",0.69008259327624
"A11","6","A32","A61","A44",27,"A121",0,"lessthan20",1,1,2,4,0,1,"0",0.442466149175136
"A14","6","A32","A63","A45",23,"A121",0,"lessthan20",1,4,2,5,2,1,"0",0.0868554242809629
"A11","27","A34","A61","A49",43,"A123",0,"20to40",2,1,4,9,0,3,"0",0.436170146283417
"A11","15","A32","A61","A40",23,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.594592343764376
"A12","48","A32","A61","A43",22,"A121",0,"morethan40",3,2,2,3,0,1,"0",0.543942047275368
"A11","12","A32","A61","A42",24,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.522326641464901
"A11","24","A32","A61","A41",34,"A124",0,"20to40",2,1,2,1,0,4,"0",0.718353017712864
"A11","12","A32","A61","A42",38,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.475272110321846
"A11","30","A32","A61","A42",31,"A122",1,"20to40",2,1,2,2,0,2,"1",0.610092909390034
"A11","12","A31","A61","A43",29,"A124",1,"lessthan20",1,1,1,3,0,4,"1",0.709855965800763
"A14","36","A34","A65","A41",30,"A123",0,"20to40",2,4,4,1,4,3,"0",0.0690240846030765
"A14","36","A32","A61","A42",26,"A123",1,"20to40",2,4,2,2,0,3,"1",0.278504741758596
"A14","30","A34","A65","A43",40,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0596798675648509
"A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282
"A12","15","A34","A65","A43",35,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0751436527351508
"A12","12","A32","A64","A40",54,"A121",0,"lessthan20",1,2,2,0,3,1,"0",0.143553732019126
"A11","30","A32","A61","A42",31,"A122",1,"20to40",2,1,2,2,0,2,"1",0.610092909390034
"A14","15","A32","A62","A41",23,"A123",0,"lessthan20",1,4,2,1,1,3,"0",0.171795193706592
"A12","12","A32","A65","A40",24,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.167726903967957
"A14","6","A34","A62","A43",27,"A122",0,"lessthan20",1,4,4,3,1,2,"0",0.0668574554825559
"A12","48","A32","A61","A42",26,"A123",1,"morethan40",3,2,2,2,0,3,"1",0.657319695967955
"A14","12","A34","A61","A40",38,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0577296028066778
"A14","4","A32","A61","A42",23,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.132095389083174
"A12","18","A33","A61","A45",44,"A121",0,"lessthan20",1,2,3,5,0,1,"0",0.196196848730905
"A14","24","A32","A61","A40",28,"A121",0,"20to40",2,4,2,0,0,1,"0",0.185970838333939
"A11","24","A31","A61","A42",27,"A123",1,"20to40",2,1,1,2,0,3,"1",0.754971459717443
"A13","12","A33","A61","A40",36,"A123",0,"lessthan20",1,3,3,0,0,3,"0",0.212956147076474
"A12","24","A32","A61","A40",25,"A123",1,"20to40",2,2,2,0,0,3,"1",0.558041379386068
"A11","15","A32","A61","A40",23,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.594592343764376
"A12","9","A32","A65","A40",33,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.151496584620839
"A11","12","A33","A61","A40",43,"A121",0,"lessthan20",1,1,3,0,0,1,"0",0.31666454808807
"A14","20","A34","A65","A40",44,"A121",0,"20to40",2,4,4,0,4,1,"0",0.0356331108533412
"A14","24","A34","A61","A42",40,"A122",0,"20to40",2,4,4,2,0,2,"0",0.106351393591419
"A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724
"A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996
"A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724
"A14","22","A32","A63","A43",40,"A123",0,"20to40",2,4,2,3,2,3,"0",0.169463443224159
"A14","36","A34","A61","A40",25,"A121",1,"20to40",2,4,4,0,0,1,"1",0.102928397586225
"A14","36","A32","A62","A49",31,"A123",0,"20to40",2,4,2,9,1,3,"0",0.212202652051476
"A13","6","A34","A61","A40",46,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0890912301079453
"A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712
"A14","10","A32","A62","A40",35,"A121",0,"lessthan20",1,4,2,0,1,1,"0",0.096001166602767
"A14","6","A32","A61","A43",51,"A122",0,"lessthan20",1,4,2,3,0,2,"0",0.118107962255255
"A14","10","A32","A61","A43",38,"A122",0,"lessthan20",1,4,2,3,0,2,"0",0.137576496307044
"A12","12","A32","A62","A40",23,"A122",1,"lessthan20",1,2,2,0,1,2,"1",0.338269884003077
"A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315
"A13","24","A32","A61","A43",25,"A123",0,"20to40",2,3,2,3,0,3,"0",0.407691722194494
"A11","24","A32","A61","A41",34,"A124",0,"20to40",2,1,2,1,0,4,"0",0.718353017712864
"A11","27","A34","A61","A49",43,"A123",0,"20to40",2,1,4,9,0,3,"0",0.436170146283417
"A14","12","A32","A62","A43",28,"A121",0,"lessthan20",1,4,2,3,1,1,"0",0.10159307888736
"A12","36","A30","A61","A49",61,"A124",1,"20to40",2,2,0,9,0,4,"1",0.655454898501631
"A14","24","A32","A61","A43",32,"A123",0,"20to40",2,4,2,3,0,3,"0",0.260558309962919
"A14","48","A34","A65","A43",47,"A121",0,"morethan40",3,4,4,3,4,1,"0",0.0512999836271809
"A11","21","A32","A61","A43",28,"A122",0,"20to40",2,1,2,3,0,2,"0",0.617183878935387
"A12","10","A32","A61","A42",31,"A123",0,"lessthan20",1,2,2,2,0,3,"0",0.420449078713159
"A14","12","A32","A65","A40",50,"A123",0,"lessthan20",1,4,2,0,4,3,"0",0.0701840346439837
"A11","18","A32","A61","A46",27,"A121",1,"lessthan20",1,1,2,6,0,1,"1",0.437315213601538
"A11","12","A32","A65","A42",49,"A122",0,"lessthan20",1,1,2,2,4,2,"0",0.245186154806263
"A11","36","A32","A61","A42",37,"A122",0,"20to40",2,1,2,2,0,2,"0",0.590728503001459
"A14","39","A32","A63","A41",24,"A123",0,"20to40",2,4,2,1,2,3,"0",0.205337588017649
"A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104
"A11","18","A34","A61","A45",55,"A124",1,"lessthan20",1,1,4,5,0,4,"1",0.361325159341418
"A12","12","A30","A61","A48",31,"A121",0,"lessthan20",1,2,0,8,0,1,"0",0.456831874562127
"A14","18","A34","A61","A40",32,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.079252963750356
"A12","12","A32","A62","A49",39,"A121",0,"lessthan20",1,2,2,9,1,1,"0",0.224503106123898
"A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996
"A12","24","A33","A65","A42",29,"A122",0,"20to40",2,2,3,2,4,2,"0",0.207057038686236
"A14","6","A32","A61","A42",21,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.168486416200037
"A12","24","A33","A61","A42",34,"A122",1,"20to40",2,2,3,2,0,2,"1",0.369919417137217
"A13","15","A32","A61","A46",23,"A122",0,"lessthan20",1,3,2,6,0,2,"0",0.251667365999641
"A12","36","A30","A61","A49",61,"A124",1,"20to40",2,2,0,9,0,4,"1",0.655454898501631
"A14","9","A34","A61","A42",31,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0996844359125184
