"","Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted","deciles"
"28635","A14","42","A32","A65","A43",29,"A122",0,"morethan40",3,4,2,3,4,2,"0",0.156182337608472,7
"28636","A14","6","A33","A61","A43",24,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.0935538974086344,9
"28637","A14","15","A32","A64","A40",20,"A123",0,"lessthan20",1,4,2,0,3,3,"0",0.123372432871415,8
"28638","A11","24","A30","A61","A42",23,"A124",1,"20to40",2,1,0,2,0,4,"1",0.858502522647839,1
"28639","A14","12","A32","A65","A43",21,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0975230704919636,9
"28640","A14","9","A32","A61","A42",20,"A123",0,"lessthan20",1,4,2,2,0,3,"0",0.210206412181869,6
"28641","A11","12","A32","A61","A42",20,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.599273593205888,2
"28642","A14","24","A34","A61","A43",35,"A121",0,"20to40",2,4,4,3,0,1,"0",0.0885876571759923,9
"28643","A13","24","A32","A61","A43",25,"A123",0,"20to40",2,3,2,3,0,3,"0",0.407691722194494,4
"28644","A14","24","A34","A65","A46",33,"A123",0,"20to40",2,4,4,6,4,3,"0",0.0633042760562326,10
"28645","A14","15","A33","A64","A42",30,"A122",0,"lessthan20",1,4,3,2,3,2,"0",0.0606477447451293,10
"28646","A13","6","A34","A61","A46",50,"A122",0,"lessthan20",1,3,4,6,0,2,"0",0.101373106836237,9
"28647","A11","18","A32","A61","A43",25,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.451701598434235,3
"28648","A12","36","A32","A62","A42",29,"A124",1,"20to40",2,2,2,2,1,4,"1",0.54943409336389,2
"28649","A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289,7
"28650","A12","8","A32","A61","A43",33,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.293840325236135,5
"28651","A13","15","A34","A65","A43",39,"A124",1,"lessthan20",1,3,4,3,4,4,"1",0.086143654653945,9
"28652","A11","18","A32","A62","A40",35,"A123",0,"lessthan20",1,1,2,0,1,3,"0",0.500541652758345,3
"28653","A14","6","A32","A65","A48",36,"A122",0,"lessthan20",1,4,2,8,4,2,"0",0.0607457826725428,10
"28654","A12","13","A32","A61","A43",23,"A122",0,"lessthan20",1,2,2,3,0,2,"0",0.381542424573276,4
"28655","A14","36","A32","A65","A40",36,"A121",0,"20to40",2,4,2,0,4,1,"0",0.0786012772998815,9
"28656","A11","18","A32","A61","A43",26,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.448371656224298,3
"28657","A11","15","A32","A61","A40",28,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.578278901375262,2
"28658","A12","12","A32","A61","A40",46,"A121",1,"lessthan20",1,2,2,0,0,1,"1",0.264959251086248,5
"28659","A12","48","A32","A61","A43",28,"A121",1,"morethan40",3,2,2,3,0,1,"1",0.523856329420131,2
"28660","A11","6","A34","A63","A43",52,"A123",0,"lessthan20",1,1,4,3,2,3,"0",0.230349653088437,6
"28661","A13","12","A32","A61","A40",26,"A121",0,"lessthan20",1,3,2,0,0,1,"0",0.209715649551541,6
"28662","A14","6","A34","A65","A43",34,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0253937629883427,10
"28663","A12","24","A32","A63","A43",23,"A124",0,"20to40",2,2,2,3,2,4,"0",0.512320029046069,2
"28664","A12","36","A32","A62","A46",47,"A124",1,"20to40",2,2,2,6,1,4,"1",0.478612389731214,3
"28665","A12","24","A32","A65","A42",48,"A122",0,"20to40",2,2,2,2,4,2,"0",0.225507076916936,6
"28666","A12","48","A32","A65","A410",40,"A124",0,"morethan40",3,2,2,10,4,4,"0",0.440577481109594,3
"28667","A12","27","A34","A63","A43",23,"A122",1,"20to40",2,2,4,3,2,2,"1",0.231781061901517,6
"28668","A14","10","A32","A65","A48",40,"A122",0,"lessthan20",1,4,2,8,4,2,"0",0.0577468497959093,10
"28669","A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307,10
"28670","A14","12","A34","A61","A43",63,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0406898621545058,10
"28671","A14","15","A34","A61","A43",43,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0852830618392114,9
"28672","A14","24","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913,7
"28673","A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626,10
"28674","A14","12","A34","A61","A42",43,"A121",0,"lessthan20",1,4,4,2,0,1,"0",0.0531159644183744,10
"28675","A14","4","A34","A61","A40",42,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0548708754943413,10
"28676","A14","12","A34","A61","A46",32,"A123",0,"lessthan20",1,4,4,6,0,3,"0",0.0948329915521601,9
"28677","A12","18","A34","A61","A43",48,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.140919280545722,8
"28678","A14","24","A32","A61","A43",38,"A123",0,"20to40",2,4,2,3,0,3,"0",0.245308261090873,6
"28679","A12","12","A32","A61","A43",29,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.305129714052139,5
"28680","A13","10","A32","A61","A40",37,"A122",0,"lessthan20",1,3,2,0,0,2,"0",0.228750612512257,6
"28681","A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329,6
"28682","A14","24","A32","A61","A40",28,"A121",0,"20to40",2,4,2,0,0,1,"0",0.185970838333939,7
"28683","A14","21","A32","A64","A49",36,"A121",0,"20to40",2,4,2,9,3,1,"0",0.0881676547181758,9
"28684","A11","21","A32","A61","A43",25,"A121",1,"20to40",2,1,2,3,0,1,"1",0.564321134381337,2
"28685","A11","6","A32","A63","A43",44,"A121",0,"lessthan20",1,1,2,3,2,1,"0",0.291489753803726,5
"28686","A12","42","A31","A61","A41",55,"A124",0,"morethan40",3,2,1,1,0,4,"0",0.710011646967913,1
"28687","A14","30","A33","A62","A49",26,"A122",0,"20to40",2,4,3,9,1,2,"0",0.133748495392489,8
"28688","A12","42","A34","A61","A49",41,"A121",0,"morethan40",3,2,4,9,0,1,"0",0.295008233311994,5
"28689","A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793,10
"28690","A13","12","A31","A64","A43",42,"A121",0,"lessthan20",1,3,1,3,3,1,"0",0.133908266876659,8
"28691","A12","12","A33","A61","A43",20,"A121",0,"lessthan20",1,2,3,3,0,1,"0",0.256082617055995,5
"28692","A14","18","A32","A65","A40",68,"A123",1,"lessthan20",1,4,2,0,4,3,"1",0.0559330949228929,10
"28693","A14","11","A32","A64","A49",28,"A121",0,"lessthan20",1,4,2,9,3,1,"0",0.064097941218652,10
"28694","A12","24","A33","A65","A40",42,"A123",0,"20to40",2,2,3,0,4,3,"0",0.224871729369773,6
"28695","A14","48","A32","A61","A49",33,"A123",1,"morethan40",3,4,2,9,0,3,"1",0.339230503365154,4
"28696","A11","18","A32","A61","A42",20,"A121",1,"lessthan20",1,1,2,2,0,1,"1",0.471014032605456,3
"28697","A14","11","A34","A61","A40",39,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0726471692891962,9
"28698","A13","18","A31","A65","A43",49,"A123",0,"lessthan20",1,3,1,3,4,3,"0",0.159511403185283,7
"28699","A11","48","A32","A61","A40",46,"A124",1,"morethan40",3,1,2,0,0,4,"1",0.775185312567434,1
"28700","A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962,1
"28701","A13","12","A33","A61","A40",36,"A123",0,"lessthan20",1,3,3,0,0,3,"0",0.212956147076474,6
"28702","A14","24","A32","A61","A43",26,"A122",0,"20to40",2,4,2,3,0,2,"0",0.22765492638465,6
"28703","A14","48","A32","A65","A43",37,"A123",0,"morethan40",3,4,2,3,4,3,"0",0.177221170384227,7
"28704","A11","12","A34","A61","A43",58,"A121",0,"lessthan20",1,1,4,3,0,1,"0",0.203130284845273,6
"28705","A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996,1
"28706","A11","27","A30","A61","A49",50,"A122",1,"20to40",2,1,0,9,0,2,"1",0.700139163663191,1
"28707","A11","20","A34","A61","A42",24,"A122",0,"20to40",2,1,4,2,0,2,"0",0.45334205267289,3
"28708","A12","6","A31","A64","A46",24,"A122",1,"lessthan20",1,2,1,6,3,2,"1",0.305468754213536,5
"28709","A11","12","A33","A61","A40",43,"A121",0,"lessthan20",1,1,3,0,0,1,"0",0.31666454808807,4
"28710","A12","36","A34","A61","A40",27,"A123",1,"20to40",2,2,4,0,0,3,"1",0.372209472404094,4
"28711","A14","24","A34","A61","A46",54,"A124",0,"20to40",2,4,4,6,0,4,"0",0.137025142021991,8
"28712","A11","6","A32","A61","A46",23,"A122",1,"lessthan20",1,1,2,6,0,2,"1",0.515247268994441,2
"28713","A12","36","A32","A61","A41",28,"A123",1,"20to40",2,2,2,1,0,3,"1",0.545474321308004,2
"28714","A14","10","A32","A65","A40",27,"A122",1,"lessthan20",1,4,2,0,4,2,"1",0.0735307823681676,9
"28715","A11","48","A34","A61","A41",58,"A124",1,"morethan40",3,1,4,1,0,4,"1",0.583428635362702,2
"28716","A13","6","A34","A61","A46",50,"A122",0,"lessthan20",1,3,4,6,0,2,"0",0.101373106836237,9
"28717","A14","15","A33","A64","A42",30,"A122",0,"lessthan20",1,4,3,2,3,2,"0",0.0606477447451293,10
"28718","A13","30","A33","A61","A49",66,"A121",1,"20to40",2,3,3,9,0,1,"1",0.133437914747915,8
"28719","A14","12","A34","A65","A43",33,"A122",1,"lessthan20",1,4,4,3,4,2,"1",0.0330917660969562,10
"28720","A14","18","A34","A61","A40",32,"A122",1,"lessthan20",1,4,4,0,0,2,"1",0.079252963750356,9
"28721","A11","6","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351,5
"28722","A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984,2
"28723","A11","18","A34","A61","A40",33,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.269112435185419,5
"28724","A14","24","A33","A61","A40",47,"A123",1,"20to40",2,4,3,0,0,3,"1",0.171071649547298,7
"28725","A14","4","A34","A61","A40",37,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0584658373968642,10
"28726","A14","12","A32","A61","A43",31,"A123",0,"lessthan20",1,4,2,3,0,3,"0",0.185105831612093,7
"28727","A14","15","A32","A65","A43",35,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0821556300169316,9
"28728","A14","24","A34","A61","A43",33,"A123",0,"20to40",2,4,4,3,0,3,"0",0.143615335194913,7
"28729","A11","36","A32","A65","A41",47,"A124",1,"20to40",2,1,2,1,4,4,"1",0.471016836534598,3
"28730","A12","24","A32","A61","A41",23,"A123",1,"20to40",2,2,2,1,0,3,"1",0.562095803101346,2
"28731","A14","24","A34","A64","A40",60,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0357742581992804,10
"28732","A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043,1
"28733","A14","18","A34","A61","A43",26,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.104900933284217,8
"28734","A14","24","A32","A62","A40",41,"A121",0,"20to40",2,4,2,0,1,1,"0",0.133463432838212,8
"28735","A11","16","A34","A61","A40",43,"A122",1,"lessthan20",1,1,4,0,0,2,"1",0.294336390739651,5
"28736","A11","12","A32","A61","A40",37,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.419728324946355,3
"28737","A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547,3
"28738","A14","18","A32","A61","A43",32,"A124",0,"lessthan20",1,4,2,3,0,4,"0",0.225075793918182,6
"28739","A12","9","A32","A61","A49",27,"A121",0,"lessthan20",1,2,2,9,0,1,"0",0.297590511552129,5
"28740","A12","24","A32","A61","A40",25,"A123",1,"20to40",2,2,2,0,0,3,"1",0.558041379386068,2
"28741","A11","60","A32","A61","A49",36,"A124",1,"morethan40",3,1,2,9,0,4,"1",0.782158545400765,1
"28742","A14","12","A30","A61","A42",34,"A122",0,"lessthan20",1,4,0,2,0,2,"0",0.260718331269756,5
"28743","A14","36","A34","A65","A49",36,"A121",0,"20to40",2,4,4,9,4,1,"0",0.0361018828203835,10
"28744","A12","48","A32","A64","A43",27,"A124",1,"morethan40",3,2,2,3,3,4,"1",0.556908102788365,2
"28745","A14","36","A34","A61","A40",37,"A123",0,"20to40",2,4,4,0,0,3,"0",0.140875328449734,8
"28746","A14","48","A33","A63","A43",37,"A123",0,"morethan40",3,4,3,3,2,3,"0",0.188301367923572,7
"28747","A12","36","A32","A61","A46",32,"A123",0,"20to40",2,2,2,6,0,3,"0",0.519070606713888,2
"28748","A11","24","A30","A61","A42",23,"A124",1,"20to40",2,1,0,2,0,4,"1",0.858502522647839,1
"28749","A14","48","A31","A61","A49",27,"A121",0,"morethan40",3,4,1,9,0,1,"0",0.323007545948843,4
"28750","A11","15","A32","A61","A42",46,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.448526594167572,3
"28751","A13","12","A32","A61","A42",46,"A123",0,"lessthan20",1,3,2,2,0,3,"0",0.25009300993436,5
"28752","A14","15","A32","A61","A41",33,"A123",0,"lessthan20",1,4,2,1,0,3,"0",0.184202153466653,7
"28753","A14","9","A32","A62","A43",35,"A123",0,"lessthan20",1,4,2,3,1,3,"0",0.147378262042472,7
"28754","A14","36","A32","A61","A43",28,"A123",0,"20to40",2,4,2,3,0,3,"0",0.271059828593029,5
"28755","A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232,4
"28756","A12","13","A32","A61","A43",23,"A122",0,"lessthan20",1,2,2,3,0,2,"0",0.381542424573276,4
"28757","A11","12","A34","A61","A41",54,"A121",0,"lessthan20",1,1,4,1,0,1,"0",0.215494045959222,6
"28758","A14","18","A32","A65","A41",31,"A122",0,"lessthan20",1,4,2,1,4,2,"0",0.0692707037337812,9
"28759","A11","42","A32","A65","A43",30,"A123",1,"morethan40",3,1,2,3,4,3,"1",0.570774361880419,2
"28760","A11","20","A34","A61","A40",33,"A122",1,"20to40",2,1,4,0,0,2,"1",0.428650853549415,3
"28761","A14","15","A32","A65","A41",45,"A124",0,"lessthan20",1,4,2,1,4,4,"0",0.0938258276172954,9
"28762","A11","6","A34","A61","A43",31,"A123",0,"lessthan20",1,1,4,3,0,3,"0",0.381056149260289,4
"28763","A14","24","A32","A65","A41",26,"A122",0,"20to40",2,4,2,1,4,2,"0",0.111237782412704,8
"28764","A11","47","A32","A61","A40",35,"A121",0,"morethan40",3,1,2,0,0,1,"0",0.647496186261888,1
"28765","A14","24","A33","A61","A40",60,"A124",0,"20to40",2,4,3,0,0,4,"0",0.183367217856668,7
"28766","A12","18","A32","A65","A46",61,"A124",0,"lessthan20",1,2,2,6,4,4,"0",0.200275097463868,6
"28767","A14","12","A30","A61","A42",34,"A122",0,"lessthan20",1,4,0,2,0,2,"0",0.260718331269756,5
"28768","A11","27","A32","A61","A43",27,"A123",0,"20to40",2,1,2,3,0,3,"0",0.679249089512248,1
"28769","A14","36","A32","A65","A40",36,"A121",0,"20to40",2,4,2,0,4,1,"0",0.0786012772998815,9
"28770","A12","30","A32","A61","A40",24,"A124",1,"20to40",2,2,2,0,0,4,"1",0.623851346892928,1
"28771","A12","18","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951,5
"28772","A14","15","A32","A61","A42",27,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.157477537362829,7
"28773","A12","24","A32","A61","A40",23,"A121",1,"20to40",2,2,2,0,0,1,"1",0.435759976043704,3
"28774","A14","12","A34","A61","A49",42,"A123",1,"lessthan20",1,4,4,9,0,3,"1",0.0815176682929131,9
"28775","A14","24","A34","A61","A43",35,"A121",0,"20to40",2,4,4,3,0,1,"0",0.0885876571759923,9
"28776","A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738,9
"28777","A12","24","A32","A65","A41",36,"A124",0,"20to40",2,2,2,1,4,4,"0",0.367387571821627,4
"28778","A12","12","A34","A62","A41",44,"A122",0,"lessthan20",1,2,4,1,1,2,"0",0.155373510437897,7
"28779","A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594,6
"28780","A14","18","A33","A61","A43",34,"A121",0,"lessthan20",1,4,3,3,0,1,"0",0.082751558928689,9
"28781","A14","18","A32","A65","A41",31,"A122",0,"lessthan20",1,4,2,1,4,2,"0",0.0692707037337812,9
"28782","A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712,3
"28783","A11","24","A32","A61","A49",21,"A123",0,"20to40",2,1,2,9,0,3,"0",0.683159486526027,1
"28784","A14","18","A34","A61","A43",65,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0648499758857181,10
"28785","A11","18","A31","A61","A42",44,"A123",1,"lessthan20",1,1,1,2,0,3,"1",0.609228046328859,2
"28786","A11","12","A32","A62","A44",22,"A122",1,"lessthan20",1,1,2,4,1,2,"1",0.469040138420368,3
"28787","A11","12","A30","A61","A45",28,"A121",1,"lessthan20",1,1,0,5,0,1,"1",0.616328131396181,1
"28788","A12","24","A32","A61","A410",29,"A123",1,"20to40",2,2,2,10,0,3,"1",0.518708706066061,2
"28789","A14","6","A32","A63","A42",32,"A123",0,"lessthan20",1,4,2,2,2,3,"0",0.127431267078848,8
"28790","A12","48","A31","A62","A49",30,"A123",0,"morethan40",3,2,1,9,1,3,"0",0.661401810639408,1
"28791","A12","10","A32","A61","A40",70,"A124",0,"lessthan20",1,2,2,0,0,4,"0",0.362280480773512,4
"28792","A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539,4
"28793","A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"28794","A11","36","A32","A61","A40",39,"A124",0,"20to40",2,1,2,0,0,4,"0",0.706716293561129,1
"28795","A11","8","A34","A61","A410",51,"A124",0,"lessthan20",1,1,4,10,0,4,"0",0.361683263702323,4
"28796","A14","24","A32","A61","A40",43,"A122",0,"20to40",2,4,2,0,0,2,"0",0.194824342367194,6
"28797","A13","6","A34","A61","A40",74,"A121",0,"lessthan20",1,3,4,0,0,1,"0",0.0628849925094435,10
"28798","A12","24","A34","A61","A43",48,"A122",0,"20to40",2,2,4,3,0,2,"0",0.25050833016847,5
"28799","A13","12","A34","A63","A40",28,"A121",1,"lessthan20",1,3,4,0,2,1,"1",0.0743756750694065,9
"28800","A11","12","A32","A61","A42",55,"A124",0,"lessthan20",1,1,2,2,0,4,"0",0.54755587032909,2
"28801","A11","36","A34","A61","A42",46,"A122",0,"20to40",2,1,4,2,0,2,"0",0.381504329546974,4
"28802","A11","11","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339,5
"28803","A11","48","A32","A61","A43",31,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.759332298466383,1
"28804","A11","12","A32","A61","A40",36,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.551832810530481,2
"28805","A14","24","A32","A64","A49",54,"A122",1,"20to40",2,4,2,9,3,2,"1",0.0895506181091407,9
"28806","A11","12","A32","A61","A42",27,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.447629490386349,3
"28807","A11","9","A32","A61","A42",25,"A121",0,"lessthan20",1,1,2,2,0,1,"0",0.454291758804107,3
"28808","A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232,4
"28809","A12","18","A34","A61","A40",30,"A121",1,"lessthan20",1,2,4,0,0,1,"1",0.177388536974535,7
"28810","A14","36","A34","A65","A43",51,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0518960502388042,10
"28811","A12","9","A32","A65","A40",33,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.151496584620839,7
"28812","A11","24","A32","A65","A40",25,"A121",1,"20to40",2,1,2,0,4,1,"1",0.357234368291232,4
"28813","A14","36","A33","A63","A42",40,"A123",0,"20to40",2,4,3,2,2,3,"0",0.125262662904039,8
"28814","A12","18","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951,5
"28815","A12","39","A33","A62","A46",32,"A124",0,"20to40",2,2,3,6,1,4,"0",0.438237209217703,3
"28816","A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307,10
"28817","A14","48","A34","A63","A40",44,"A124",1,"morethan40",3,4,4,0,2,4,"1",0.163943007518405,7
"28818","A14","12","A34","A61","A42",42,"A122",0,"lessthan20",1,4,4,2,0,2,"0",0.0686260754922966,9
"28819","A14","24","A32","A61","A43",26,"A122",0,"20to40",2,4,2,3,0,2,"0",0.22765492638465,6
"28820","A14","18","A32","A65","A40",68,"A123",1,"lessthan20",1,4,2,0,4,3,"1",0.0559330949228929,10
"28821","A11","36","A34","A61","A41",24,"A123",1,"20to40",2,1,4,1,0,3,"1",0.520621634502523,2
"28822","A11","6","A32","A62","A40",43,"A122",0,"lessthan20",1,1,2,0,1,2,"0",0.409816651173721,4
"28823","A11","6","A34","A64","A40",39,"A121",0,"lessthan20",1,1,4,0,3,1,"0",0.149572959854461,7
"28824","A12","14","A32","A63","A49",35,"A121",0,"lessthan20",1,2,2,9,2,1,"0",0.196997926254988,6
"28825","A11","24","A33","A61","A43",29,"A123",1,"20to40",2,1,3,3,0,3,"1",0.588770640286105,2
"28826","A14","24","A34","A61","A45",44,"A124",0,"20to40",2,4,4,5,0,4,"0",0.155089748790519,7
"28827","A11","36","A32","A61","A40",39,"A124",0,"20to40",2,1,2,0,0,4,"0",0.706716293561129,1
"28828","A11","12","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933,5
"28829","A12","18","A30","A62","A40",28,"A123",1,"lessthan20",1,2,0,0,1,3,"1",0.562183981555662,2
"28830","A12","12","A34","A61","A40",49,"A121",0,"lessthan20",1,2,4,0,0,1,"0",0.143100841287158,7
"28831","A11","12","A34","A61","A40",39,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.253533389041933,5
"28832","A11","12","A32","A61","A42",30,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.502160237173712,3
"28833","A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376,2
"28834","A14","10","A32","A65","A40",27,"A122",1,"lessthan20",1,4,2,0,4,2,"1",0.0735307823681676,9
"28835","A12","12","A33","A61","A43",20,"A121",0,"lessthan20",1,2,3,3,0,1,"0",0.256082617055995,5
"28836","A14","12","A32","A61","A46",41,"A123",1,"lessthan20",1,4,2,6,0,3,"1",0.161375202137853,7
"28837","A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043,1
"28838","A14","36","A33","A61","A43",26,"A123",1,"20to40",2,4,3,3,0,3,"1",0.20967709347444,6
"28839","A11","48","A32","A61","A41",39,"A124",1,"morethan40",3,1,2,1,0,4,"1",0.789439765885534,1
"28840","A12","6","A33","A62","A49",31,"A123",0,"lessthan20",1,2,3,9,1,3,"0",0.273289420691302,5
"28841","A14","4","A34","A61","A43",42,"A121",0,"lessthan20",1,4,4,3,0,1,"0",0.0532671074863874,10
"28842","A12","48","A34","A61","A42",30,"A123",1,"morethan40",3,2,4,2,0,3,"1",0.467171693286495,3
"28843","A12","6","A32","A61","A43",30,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.421180541479233,3
"28844","A11","18","A30","A61","A49",31,"A122",0,"lessthan20",1,1,0,9,0,2,"0",0.657252407807996,1
"28845","A11","15","A34","A61","A42",25,"A122",0,"lessthan20",1,1,4,2,0,2,"0",0.34228084029674,4
"28846","A12","12","A32","A61","A43",23,"A121",1,"lessthan20",1,2,2,3,0,1,"1",0.322509438251948,4
"28847","A11","30","A30","A61","A42",32,"A121",0,"20to40",2,1,0,2,0,1,"0",0.71178111366692,1
"28848","A14","21","A34","A61","A41",36,"A123",0,"20to40",2,4,4,1,0,3,"0",0.141238944444626,8
"28849","A12","18","A34","A61","A40",30,"A121",1,"lessthan20",1,2,4,0,0,1,"1",0.177388536974535,7
"28850","A13","36","A32","A61","A43",31,"A123",0,"20to40",2,3,2,3,0,3,"0",0.388352922767616,4
"28851","A12","21","A33","A61","A40",47,"A122",0,"20to40",2,2,3,0,0,2,"0",0.334798622513539,4
"28852","A14","12","A32","A61","A42",50,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.0957106363203133,9
"28853","A11","18","A31","A61","A43",36,"A124",0,"lessthan20",1,1,1,3,0,4,"0",0.69008259327624,1
"28854","A11","6","A32","A61","A44",27,"A121",0,"lessthan20",1,1,2,4,0,1,"0",0.442466149175136,3
"28855","A14","6","A32","A63","A45",23,"A121",0,"lessthan20",1,4,2,5,2,1,"0",0.0868554242809629,9
"28856","A11","27","A34","A61","A49",43,"A123",0,"20to40",2,1,4,9,0,3,"0",0.436170146283417,3
"28857","A11","15","A32","A61","A40",23,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.594592343764376,2
"28858","A12","48","A32","A61","A43",22,"A121",0,"morethan40",3,2,2,3,0,1,"0",0.543942047275368,2
"28859","A11","12","A32","A61","A42",24,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.522326641464901,2
"28860","A11","24","A32","A61","A41",34,"A124",0,"20to40",2,1,2,1,0,4,"0",0.718353017712864,1
"28861","A11","12","A32","A61","A42",38,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.475272110321846,3
"28862","A11","30","A32","A61","A42",31,"A122",1,"20to40",2,1,2,2,0,2,"1",0.610092909390034,2
"28863","A11","12","A31","A61","A43",29,"A124",1,"lessthan20",1,1,1,3,0,4,"1",0.709855965800763,1
"28864","A14","36","A34","A65","A41",30,"A123",0,"20to40",2,4,4,1,4,3,"0",0.0690240846030765,9
"28865","A14","36","A32","A61","A42",26,"A123",1,"20to40",2,4,2,2,0,3,"1",0.278504741758596,5
"28866","A14","30","A34","A65","A43",40,"A123",0,"20to40",2,4,4,3,4,3,"0",0.0596798675648509,10
"28867","A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282,1
"28868","A12","15","A34","A65","A43",35,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0751436527351508,9
"28869","A12","12","A32","A64","A40",54,"A121",0,"lessthan20",1,2,2,0,3,1,"0",0.143553732019126,7
"28870","A11","30","A32","A61","A42",31,"A122",1,"20to40",2,1,2,2,0,2,"1",0.610092909390034,2
"28871","A14","15","A32","A62","A41",23,"A123",0,"lessthan20",1,4,2,1,1,3,"0",0.171795193706592,7
"28872","A12","12","A32","A65","A40",24,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.167726903967957,7
"28873","A14","6","A34","A62","A43",27,"A122",0,"lessthan20",1,4,4,3,1,2,"0",0.0668574554825559,10
"28874","A12","48","A32","A61","A42",26,"A123",1,"morethan40",3,2,2,2,0,3,"1",0.657319695967955,1
"28875","A14","12","A34","A61","A40",38,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0577296028066778,10
